# GOA version used: 2020-10-06
#GO	IC	Frequency
GO:0043582	8.41855509210667	3.814564018391737e-09
GO:0004819	3.8585844818733355	0.00013848907614874884
GO:0047415	8.583809844104218	2.60729490452498e-09
GO:0021531	7.377162406948445	4.196020420230911e-08
GO:0050018	8.583809844104218	2.60729490452498e-09
GO:2001053	5.699223805122943	1.9988315456372705e-06
GO:1903495	8.41855509210667	3.814564018391737e-09
GO:0034361	4.964066861793978	1.0862583758673011e-05
GO:1903388	8.41855509210667	3.814564018391737e-09
GO:0046965	5.7695622483722975	1.699956277750287e-06
GO:0014015	5.050826546019694	8.89556329088953e-06
GO:0018042	8.41855509210667	3.814564018391737e-09
GO:0060933	8.41855509210667	3.814564018391737e-09
GO:0008820	4.1275197432215265	7.45555977948918e-05
GO:0021768	6.619214542653088	2.4031753315867947e-07
GO:0071255	6.484056640863103	3.280525055816894e-07
GO:0032948	6.139801491153841	7.247671634944301e-07
GO:0015209	4.4385512671386085	3.642912440602302e-05
GO:0099002	5.1601572880111615	6.91580456534422e-06
GO:0018715	8.583809844104218	2.60729490452498e-09
GO:0043152	6.090175488667932	8.125021359174401e-07
GO:0010356	7.805658593720574	1.564376942714988e-08
GO:0045019	5.636082467940384	2.311625795145393e-06
GO:0046120	7.272427056428432	5.3403896257484324e-08
GO:0033916	5.7729055634355175	1.6869198032276622e-06
GO:0060510	6.00693538614344	9.841575167450683e-07
GO:0052672	8.583809844104218	2.60729490452498e-09
GO:1905607	6.7283590120781565	1.8691363690119512e-07
GO:1904754	5.755797260425096	1.7546994484601992e-06
GO:0070905	5.7636083846185775	1.7234219318910119e-06
GO:0019220	2.735791969808552	0.001837418269199024
GO:0001209	8.41855509210667	3.814564018391737e-09
GO:0061716	8.117525096442689	7.629128036783474e-09
GO:2000589	5.947263381047732	1.1291109494439542e-06
GO:0036320	7.981749852776255	1.042917961809992e-08
GO:0052318	6.67036706510047	2.136155850299373e-07
GO:2001055	6.532064366934189	2.9372142941616376e-07
GO:0140536	8.583809844104218	2.60729490452498e-09
GO:0046144	3.836128074593933	0.0001458384115511529
GO:1900256	8.41855509210667	3.814564018391737e-09
GO:0140252	8.41855509210667	3.814564018391737e-09
GO:1904772	6.626163402608417	2.3650296914028772e-07
GO:0007034	3.637885013996087	0.00023020512394592295
GO:0019510	6.5209280008162285	3.0135055745294726e-07
GO:0042098	5.146249247704584	7.140863842429333e-06
GO:2000558	6.7953058017087695	1.6021168877245298e-07
GO:0018362	8.41855509210667	3.814564018391737e-09
GO:1903098	6.3079653818074215	4.920787583725341e-07
GO:0060773	7.6404038417230264	2.2887384110350425e-08
GO:0015571	8.583809844104218	2.60729490452498e-09
GO:0044781	2.7994836855528233	0.0015867785258065765
GO:0014869	8.41855509210667	3.814564018391737e-09
GO:2000125	7.816495100778708	1.5258256073566948e-08
GO:0040008	3.5966029055161948	0.00025316117020860444
GO:0052604	8.583809844104218	2.60729490452498e-09
GO:0017134	5.210897841134111	6.153215974678953e-06
GO:0030843	8.41855509210667	3.814564018391737e-09
GO:1903616	8.41855509210667	3.814564018391737e-09
GO:0044386	5.866649198836941	1.3594110668748681e-06
GO:1990767	8.117525096442689	7.629128036783474e-09
GO:0006314	5.841063292269445	1.4419051989520768e-06
GO:0007508	6.311345122458802	4.882641943541423e-07
GO:0045576	5.163282587003364	6.866215233105127e-06
GO:0140161	4.278114615192359	5.2709073789877e-05
GO:0009748	8.41855509210667	3.814564018391737e-09
GO:0010091	5.673480300524613	2.120897594225806e-06
GO:0016195	8.41855509210667	3.814564018391737e-09
GO:0016473	8.373154231241813	4.234925441977782e-09
GO:0044574	8.41855509210667	3.814564018391737e-09
GO:0014064	7.5154651051147265	3.0516512147133896e-08
GO:0102527	7.305056243151388	4.953860318597462e-08
GO:0018194	4.580020821594802	2.6301418906811028e-05
GO:0019114	4.292374389177096	5.100651021722218e-05
GO:0019842	2.2174365767453694	0.006061267112575975
GO:0043902	4.74766013858646	1.7878861554202073e-05
GO:0010351	7.573457052092413	2.6701948128742162e-08
GO:0044096	6.760370374522078	1.7363194312108906e-07
GO:0004096	3.4510668066324137	0.0003539428905841706
GO:0102901	8.583809844104218	2.60729490452498e-09
GO:1900953	8.41855509210667	3.814564018391737e-09
GO:1903683	8.41855509210667	3.814564018391737e-09
GO:0003712	3.3754383673995014	0.00042127106690371914
GO:0103056	8.583809844104218	2.60729490452498e-09
GO:0014060	6.275540291852575	5.302243985564515e-07
GO:2000366	8.41855509210667	3.814564018391737e-09
GO:0071516	8.41855509210667	3.814564018391737e-09
GO:0033895	8.583809844104218	2.60729490452498e-09
GO:0018482	5.852221078917479	1.4053319535389642e-06
GO:0018215	7.464312582667345	3.433107616552563e-08
GO:0034710	8.583809844104218	2.60729490452498e-09
GO:0010235	6.361650240770198	4.3486029809665804e-07
GO:0010092	5.308976545202284	4.9093438916701655e-06
GO:0102690	8.583809844104218	2.60729490452498e-09
GO:0047085	8.583809844104218	2.60729490452498e-09
GO:0015371	8.583809844104218	2.60729490452498e-09
GO:0032798	5.605998365159633	2.4774313835570023e-06
GO:0042840	6.377162406948445	4.196020420230911e-07
GO:0006448	3.5276257377446587	0.00029673874955471165
GO:0044222	7.331761546083588	4.65841798617556e-08
GO:1904329	8.41855509210667	3.814564018391737e-09
GO:0043125	6.136651812761999	7.300425732669945e-07
GO:0070160	3.570565205865381	0.00026880342257865574
GO:1901717	6.971397060764451	1.0680779251496865e-07
GO:0030688	4.466334515775268	3.4171613391318724e-05
GO:0015550	8.583809844104218	2.60729490452498e-09
GO:0043197	4.50380515048272	3.134691812151954e-05
GO:0060762	5.988802812104263	1.0261177209473773e-06
GO:0043069	3.5300161758479396	0.00029510993071885837
GO:0071928	7.056827256089077	8.773497242300996e-08
GO:0009276	3.98944655492972	0.00010245978614321046
GO:0060369	6.1420932879334265	7.209525994760384e-07
GO:1901576	0.6643290336213192	0.2166062413659966
GO:1900390	8.41855509210667	3.814564018391737e-09
GO:1901555	7.188106170728396	6.484758831265953e-08
GO:1901449	8.41855509210667	3.814564018391737e-09
GO:1990843	7.674184226905795	2.117462720988891e-08
GO:0002444	5.5715997670868465	2.6816385049293914e-06
GO:0010587	5.479535315658004	3.3148561319824197e-06
GO:0061733	3.7703556266503164	0.00016968535968139023
GO:0072274	6.655127098543733	2.2124471306672077e-07
GO:1902457	6.913405113786764	1.2206604858853558e-07
GO:0045573	8.41855509210667	3.814564018391737e-09
GO:1905484	7.377162406948445	4.196020420230911e-08
GO:0098576	5.818059782663495	1.5203382336700238e-06
GO:1902463	6.156104002376241	6.980652153656879e-07
GO:0051261	4.362260205030442	4.342499678537154e-05
GO:0031674	5.295423051589421	5.064970828605427e-06
GO:0060650	8.41855509210667	3.814564018391737e-09
GO:0075519	3.8880864452177404	0.00012939382606786613
GO:0102660	8.583809844104218	2.60729490452498e-09
GO:0110154	4.332729558585927	4.648046256410332e-05
GO:0102207	8.583809844104218	2.60729490452498e-09
GO:1905409	8.41855509210667	3.814564018391737e-09
GO:0021897	6.537741499825879	2.8990686539777206e-07
